id,feature,feature_priority,page_name,page_slug,page_type,status,procore_url,screenshot_path,alleato_route,button_count,form_field_count,table_column_count,implementation_notes
rfis/view_pdf_id_562949957105282,Rfis,high,View Pdf Id 562949957105282,view_pdf_id_562949957105282,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957105282,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957105282/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957105557,Rfis,high,View Pdf Id 562949957105557,view_pdf_id_562949957105557,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957105557,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957105557/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957105625,Rfis,high,View Pdf Id 562949957105625,view_pdf_id_562949957105625,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957105625,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957105625/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957105634,Rfis,high,View Pdf Id 562949957105634,view_pdf_id_562949957105634,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957105634,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957105634/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957108253,Rfis,high,View Pdf Id 562949957108253,view_pdf_id_562949957108253,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957108253,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957108253/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957114379,Rfis,high,View Pdf Id 562949957114379,view_pdf_id_562949957114379,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957114379,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957114379/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957124507,Rfis,high,View Pdf Id 562949957124507,view_pdf_id_562949957124507,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957124507,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957124507/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957168630,Rfis,high,View Pdf Id 562949957168630,view_pdf_id_562949957168630,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957168630,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957168630/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957168966,Rfis,high,View Pdf Id 562949957168966,view_pdf_id_562949957168966,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957168966,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957168966/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957175399,Rfis,high,View Pdf Id 562949957175399,view_pdf_id_562949957175399,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957175399,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957175399/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957190425,Rfis,high,View Pdf Id 562949957190425,view_pdf_id_562949957190425,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957190425,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957190425/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957216300,Rfis,high,View Pdf Id 562949957216300,view_pdf_id_562949957216300,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957216300,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957216300/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957225820,Rfis,high,View Pdf Id 562949957225820,view_pdf_id_562949957225820,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957225820,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957225820/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957225845,Rfis,high,View Pdf Id 562949957225845,view_pdf_id_562949957225845,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957225845,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957225845/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957233152,Rfis,high,View Pdf Id 562949957233152,view_pdf_id_562949957233152,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957233152,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957233152/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957233209,Rfis,high,View Pdf Id 562949957233209,view_pdf_id_562949957233209,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957233209,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957233209/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957243657,Rfis,high,View Pdf Id 562949957243657,view_pdf_id_562949957243657,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957243657,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957243657/screenshot.png,,0,0,0,
rfis/view-rfis-ios,Rfis,high,View Rfis Ios,view-rfis-ios,detail,not_started,https://v2.support.procore.com/product-manuals/rfis-ios/tutorials/view-rfis-ios/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view-rfis-ios/screenshot.png,,10,0,0,
submittals/submittals-configure,Submittals,high,Submittals Configure,submittals-configure,settings,not_started,https://us02.procore.com/562949954728542/project/submittals/configure,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-configure/screenshot.png,,0,0,0,
submittals/submittals-create-new,Submittals,high,Submittals Create New,submittals-create-new,form,not_started,https://us02.procore.com/562949954728542/project/submittals/new,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-create-new/screenshot.png,,0,0,0,
submittals/submittals-list-view,Submittals,high,Submittals List View,submittals-list-view,list,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/submittals?view=list,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-list-view/screenshot.png,,10,0,0,
submittals/submittals-list-view-filtered,Submittals,high,Submittals List View Filtered,submittals-list-view-filtered,list,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/submittals?view=list&serializer_view=minimal_list&filters%5Bball_in_court_id%5D%5B%5D=12808642&sort%5Battribute%5D=number&sort%5Bdirection%5D=desc&per_page=150&page=1,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-list-view-filtered/screenshot.png,,10,0,0,
submittals/submittals-settings-custom-fields,Submittals,high,Submittals Settings Custom Fields,submittals-settings-custom-fields,settings,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/submittals/settings?view=custom_fields,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-settings-custom-fields/screenshot.png,,8,0,0,
submittals/submittals-settings-general,Submittals,high,Submittals Settings General,submittals-settings-general,settings,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/submittals/settings?view=general,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-settings-general/screenshot.png,,8,0,0,
submittals/submittals-settings-workflow,Submittals,high,Submittals Settings Workflow,submittals-settings-workflow,settings,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/submittals/settings?view=workflow,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/submittals/crawl-submittals/pages/submittals-settings-workflow/screenshot.png,,8,0,0,
emails/ajax_overview_details,Emails,low,Ajax Overview Details,ajax_overview_details,detail,not_started,https://us02.procore.com/562949954728542/project/home/ajax_overview_details,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/ajax_overview_details/screenshot.png,,0,0,0,
emails/ajax_overview_details_domain_name_calendar_filter_overdue_row_models_5b_5d_task_row_models_5b_5d_todoitem_row_title_schedule,Emails,low,Ajax Overview Details Domain Name Calendar Filter Overdue Row Models 5b 5d Task Row Models 5b 5d Todoitem Row Title Schedule,ajax_overview_details_domain_name_calendar_filter_overdue_row_models_5b_5d_task_row_models_5b_5d_todoitem_row_title_schedule,detail,not_started,https://us02.procore.com/562949954728542/project/home/ajax_overview_details?domain_name=calendar&filter=overdue&row_models%5B%5D=Task&row_models%5B%5D=TodoItem&row_title=Schedule,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/ajax_overview_details_domain_name_calendar_filter_overdue_row_models_5b_5d_task_row_models_5b_5d_todoitem_row_title_schedule/screenshot.png,,0,0,0,
emails/ajax_overview_details_domain_name_meetings_filter_open_row_models_5b_5d_meetingtopic_row_title_meetings,Emails,low,Ajax Overview Details Domain Name Meetings Filter Open Row Models 5b 5d Meetingtopic Row Title Meetings,ajax_overview_details_domain_name_meetings_filter_open_row_models_5b_5d_meetingtopic_row_title_meetings,detail,not_started,https://us02.procore.com/562949954728542/project/home/ajax_overview_details?domain_name=meetings&filter=open&row_models%5B%5D=MeetingTopic&row_title=Meetings,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/ajax_overview_details_domain_name_meetings_filter_open_row_models_5b_5d_meetingtopic_row_title_meetings/screenshot.png,,0,0,0,
emails/ajax_overview_details_domain_name_meetings_filter_overdue_row_models_5b_5d_meetingtopic_row_title_meetings,Emails,low,Ajax Overview Details Domain Name Meetings Filter Overdue Row Models 5b 5d Meetingtopic Row Title Meetings,ajax_overview_details_domain_name_meetings_filter_overdue_row_models_5b_5d_meetingtopic_row_title_meetings,detail,not_started,https://us02.procore.com/562949954728542/project/home/ajax_overview_details?domain_name=meetings&filter=overdue&row_models%5B%5D=MeetingTopic&row_title=Meetings,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/ajax_overview_details_domain_name_meetings_filter_overdue_row_models_5b_5d_meetingtopic_row_title_meetings/screenshot.png,,0,0,0,
emails/ajax_overview_details_domain_name_punch_list_filter_overdue_row_models_5b_5d_punchitem_row_title_punch_list,Emails,low,Ajax Overview Details Domain Name Punch List Filter Overdue Row Models 5b 5d Punchitem Row Title Punch List,ajax_overview_details_domain_name_punch_list_filter_overdue_row_models_5b_5d_punchitem_row_title_punch_list,list,not_started,https://us02.procore.com/562949954728542/project/home/ajax_overview_details?domain_name=punch_list&filter=overdue&row_models%5B%5D=PunchItem&row_title=Punch+List,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/ajax_overview_details_domain_name_punch_list_filter_overdue_row_models_5b_5d_punchitem_row_title_punch_list/screenshot.png,,0,0,0,
emails/ajax_weather_forecast,Emails,low,Ajax Weather Forecast,ajax_weather_forecast,other,not_started,https://us02.procore.com/562949954728542/project/home/ajax_weather_forecast,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/ajax_weather_forecast/screenshot.png,,0,0,0,
emails/communications,Emails,low,Communications,communications,other,not_started,https://us02.procore.com/562949954728542/project/communications,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications/screenshot.png,,4,0,0,
emails/communications_all,Emails,low,Communications All,communications_all,list,not_started,https://us02.procore.com/562949954728542/project/communications?view=all,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_all/screenshot.png,,4,0,0,
emails/communications_filter_mode_all,Emails,low,Communications Filter Mode All,communications_filter_mode_all,list,not_started,https://us02.procore.com/562949954728542/project/communications?filter_mode=all,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_filter_mode_all/screenshot.png,,4,0,0,
emails/communications_filter_mode_archive,Emails,low,Communications Filter Mode Archive,communications_filter_mode_archive,other,not_started,https://us02.procore.com/562949954728542/project/communications?filter_mode=archive,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_filter_mode_archive/screenshot.png,,4,0,0,
emails/communications_filter_mode_inbox,Emails,low,Communications Filter Mode Inbox,communications_filter_mode_inbox,other,not_started,https://us02.procore.com/562949954728542/project/communications?filter_mode=inbox,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_filter_mode_inbox/screenshot.png,,4,0,0,
emails/communications_filter_mode_recycle_bin,Emails,low,Communications Filter Mode Recycle Bin,communications_filter_mode_recycle_bin,other,not_started,https://us02.procore.com/562949954728542/project/communications?filter_mode=recycle_bin,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_filter_mode_recycle_bin/screenshot.png,,4,0,0,
emails/communications_filter_mode_spam,Emails,low,Communications Filter Mode Spam,communications_filter_mode_spam,other,not_started,https://us02.procore.com/562949954728542/project/communications?filter_mode=spam,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_filter_mode_spam/screenshot.png,,4,0,0,
emails/communications_received,Emails,low,Communications Received,communications_received,other,not_started,https://us02.procore.com/562949954728542/project/communications?view=received,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_received/screenshot.png,,4,0,0,
emails/communications_sent,Emails,low,Communications Sent,communications_sent,other,not_started,https://us02.procore.com/562949954728542/project/communications?view=sent,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/communications_sent/screenshot.png,,4,0,0,
emails/configure_tab,Emails,low,Configure Tab,configure_tab,tab,not_started,https://us02.procore.com/562949954728542/project/directory/configure_tab,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/configure_tab/screenshot.png,,7,0,0,
emails/configure_tab_tab_email_settings,Emails,low,Configure Tab Tab Email Settings,configure_tab_tab_email_settings,tab,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/configure_tab_tab_email_settings/screenshot.png,,0,0,0,
emails/configure_tab_tab_permissions_table,Emails,low,Configure Tab Tab Permissions Table,configure_tab_tab_permissions_table,tab,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/configure_tab_tab_permissions_table/screenshot.png,,0,0,0,
emails/configure_tab_tab_project_dates,Emails,low,Configure Tab Tab Project Dates,configure_tab_tab_project_dates,tab,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/configure_tab_tab_project_dates/screenshot.png,,0,0,0,
emails/configure_tab_tab_project_home_settings,Emails,low,Configure Tab Tab Project Home Settings,configure_tab_tab_project_home_settings,tab,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/configure_tab_tab_project_home_settings/screenshot.png,,0,0,0,
emails/configure_tab_tab_project_roles,Emails,low,Configure Tab Tab Project Roles,configure_tab_tab_project_roles,tab,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/configure_tab_tab_project_roles/screenshot.png,,0,0,0,
emails/conversations,Emails,low,Conversations,conversations,other,not_started,https://us02.procore.com/562949954728542/project/conversations,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/conversations/screenshot.png,,2,0,0,
emails/directory,Emails,low,Directory,directory,other,not_started,https://us02.procore.com/562949954728542/project/directory,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/directory/screenshot.png,,72,0,0,
emails/email,Emails,low,Email,email,other,not_started,https://community.procore.com/s/global-search/email,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/email/screenshot.png,,23,0,0,
emails/emails,Emails,low,Emails,emails,other,not_started,https://support.procore.com/products/online/user-guide/project-level/emails,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/emails/screenshot.png,,11,0,0,
emails/emails-project,Emails,low,Emails Project,emails-project,other,not_started,https://v2.support.procore.com/product-manuals/emails-project,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/emails-project/screenshot.png,,11,0,0,
emails/fancybox_add_tag,Emails,low,Fancybox Add Tag,fancybox_add_tag,other,not_started,https://us02.procore.com/562949954728542/project/communications/fancybox_add_tag,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/fancybox_add_tag/screenshot.png,,1,0,0,
emails/faq-or-troubleshooting,Emails,low,Faq Or Troubleshooting,faq-or-troubleshooting,other,not_started,https://v2.support.procore.com/product-manuals/emails-project/faq-or-troubleshooting,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/faq-or-troubleshooting/screenshot.png,,11,0,0,
emails/forward,Emails,low,Forward,forward,other,not_started,https://us02.procore.com/562949954728542/project/communications/562949977380589/forward,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/forward/screenshot.png,,22,0,0,
emails/home,Emails,low,Home,home,other,not_started,https://us02.procore.com/562949954728542/project/home,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/home/screenshot.png,,2,0,0,
emails/mark_thread_as_spam_is_spam_true,Emails,low,Mark Thread As Spam Is Spam True,mark_thread_as_spam_is_spam_true,other,not_started,https://us02.procore.com/562949954728542/project/communications/562949977380589/mark_thread_as_spam?is_spam=true,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/mark_thread_as_spam_is_spam_true/screenshot.png,,0,0,0,
emails/new,Emails,low,New,new,form,not_started,https://us02.procore.com/562949954728542/project/communication/new,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/new/screenshot.png,,22,0,0,
emails/new-communication-settings-in-the-emails-tool,Emails,low,New Communication Settings In The Emails Tool,new-communication-settings-in-the-emails-tool,form,not_started,https://support.procore.com/product-releases/new-releases/new-communication-settings-in-the-emails-tool,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/new-communication-settings-in-the-emails-tool/screenshot.png,,20,0,0,
emails/new_inline_reply_locale_en,Emails,low,New Inline Reply Locale En,new_inline_reply_locale_en,form,not_started,https://us02.procore.com/562949954728542/project/communications/562949976407783/new_inline_reply?locale=en,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/new_inline_reply_locale_en/screenshot.png,,1,0,0,
emails/new_origin_global_id_z2lkoi8vchjvy29yzs9db21tdw5py2f0aw9uvghyzwfklzu2mjk0otk3nzm4mdu4oq,Emails,low,New Origin Global Id Z2lkoi8vchjvy29yzs9db21tdw5py2f0aw9uvghyzwfklzu2mjk0otk3nzm4mdu4oq,new_origin_global_id_z2lkoi8vchjvy29yzs9db21tdw5py2f0aw9uvghyzwfklzu2mjk0otk3nzm4mdu4oq,form,not_started,https://us02.procore.com/562949954728542/project/change_events/events/new?origin_global_id=Z2lkOi8vcHJvY29yZS9Db21tdW5pY2F0aW9uVGhyZWFkLzU2Mjk0OTk3NzM4MDU4OQ,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/new_origin_global_id_z2lkoi8vchjvy29yzs9db21tdw5py2f0aw9uvghyzwfklzu2mjk0otk3nzm4mdu4oq/screenshot.png,,2,0,0,
emails/permissions,Emails,low,Permissions,permissions,other,not_started,https://v2.support.procore.com/product-manuals/emails-project/permissions,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/permissions/screenshot.png,,11,0,0,
emails/toggle_hidden,Emails,low,Toggle Hidden,toggle_hidden,other,not_started,https://us02.procore.com/562949954728542/project/communications/562949976407783/toggle_hidden,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/toggle_hidden/screenshot.png,,0,0,0,
emails/toggle_open,Emails,low,Toggle Open,toggle_open,other,not_started,https://us02.procore.com/562949954728542/project/communications/562949976407783/toggle_open,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/toggle_open/screenshot.png,,0,0,0,
emails/toggle_private,Emails,low,Toggle Private,toggle_private,other,not_started,https://us02.procore.com/562949954728542/project/communications/562949976407783/toggle_private,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/toggle_private/screenshot.png,,0,0,0,
emails/tutorials,Emails,low,Tutorials,tutorials,other,not_started,https://v2.support.procore.com/product-manuals/emails-project/tutorials,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/tutorials/screenshot.png,,11,0,0,
emails/videos,Emails,low,Videos,videos,other,not_started,https://v2.support.procore.com/product-manuals/emails-project/videos,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/videos/screenshot.png,,20,0,0,
emails/view_ecrion_pdf,Emails,low,View Ecrion Pdf,view_ecrion_pdf,detail,not_started,https://us02.procore.com/562949954728542/project/communications/562949976407783/view_ecrion_pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/emails/crawl-emails/pages/view_ecrion_pdf/screenshot.png,,0,0,0,
photos/562949957045694_upload_dialog_0,Photos,low,562949957045694 Upload Dialog 0,562949957045694_upload_dialog_0,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/562949957045694_upload_dialog_0/screenshot.png,,0,0,0,
photos/562949957592422_upload_dialog_0,Photos,low,562949957592422 Upload Dialog 0,562949957592422_upload_dialog_0,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/562949957592422_upload_dialog_0/screenshot.png,,0,0,0,
photos/albums,Photos,low,Albums,albums,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos/albums,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/albums/screenshot.png,,11,0,0,
photos/albums_album_unclassified1888_photos,Photos,low,Albums Album Unclassified1888 Photos,albums_album_unclassified1888_photos,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/albums_album_unclassified1888_photos/screenshot.png,,0,0,0,
photos/configure_tab,Photos,low,Configure Tab,configure_tab,tab,not_started,https://us02.procore.com/562949954728542/project/images/configure_tab,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/configure_tab/screenshot.png,,5,0,0,
photos/map,Photos,low,Map,map,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos/map,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/map/screenshot.png,,31,0,0,
photos/map_upload_dialog_0,Photos,low,Map Upload Dialog 0,map_upload_dialog_0,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/map_upload_dialog_0/screenshot.png,,0,0,0,
photos/permissions,Photos,low,Permissions,permissions,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos/settings/permissions,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/permissions/screenshot.png,,7,0,0,
photos/photos,Photos,low,Photos,photos,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/photos/screenshot.png,,31,0,0,
photos/photos_upload_dialog_0,Photos,low,Photos Upload Dialog 0,photos_upload_dialog_0,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/photos_upload_dialog_0/screenshot.png,,0,0,0,
photos/recycle_bin,Photos,low,Recycle Bin,recycle_bin,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos/recycle_bin,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/recycle_bin/screenshot.png,,4,0,0,
photos/settings,Photos,low,Settings,settings,settings,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos/settings,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/settings/screenshot.png,,5,0,0,
photos/timeline,Photos,low,Timeline,timeline,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/photos/timeline,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/timeline/screenshot.png,,8,0,0,
photos/timeline_upload_dialog_0,Photos,low,Timeline Upload Dialog 0,timeline_upload_dialog_0,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/photos/crawl-photos/pages/timeline_upload_dialog_0/screenshot.png,,0,0,0,
specifications/configure_tab,Specifications,low,Configure Tab,configure_tab,tab,not_started,https://us02.procore.com/562949954728542/project/specification_sections/configure_tab,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/specifications/crawl-specifications/pages/configure_tab/screenshot.png,,6,0,0,
specifications/configure_tab_tab_communication_group,Specifications,low,Configure Tab Tab Communication Group,configure_tab_tab_communication_group,tab,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/specifications/crawl-specifications/pages/configure_tab_tab_communication_group/screenshot.png,,0,0,0,
